path,label
D:/GenVideo/fake/Latte/train_Latte/Latte_58578.mp4,1
D:/GenVideo/fake/OpenSora/train_OpenSora/OpenSoraL_111365.mp4,1
D:/GenVideo/real/Kinetics/gpMXnqxiip0_000240_000250.mp4,0
D:/GenVideo/fake/Latte/train_Latte/Latte_91115.mp4,1
D:/GenVideo/fake/DynamicCrafter/train_DynamicCrafter/DynamicCrafter_36555.mp4,1
D:/GenVideo/real/Kinetics/KCSfGxRbtuc_000002_000012.mp4,0
D:/GenVideo/fake/DynamicCrafter/train_DynamicCrafter/DynamicCrafter_43592.mp4,1
D:/GenVideo/fake/Pika/train_pika/Pika_79968.mp4,1
D:/GenVideo/fake/OpenSora/train_OpenSora/OpenSoraL_2625.mp4,1
D:/GenVideo/fake/Pika/train_pika/Pika_5797.mp4,1
D:/GenVideo/real/Kinetics/d5ea8ahCFxQ_000004_000014.mp4,0
D:/GenVideo/real/Kinetics/PavrRLR2FsE_000177_000187.mp4,0
D:/GenVideo/fake/Latte/train_Latte/Latte_48970.mp4,1
D:/GenVideo/real/Youku/Youku_1M_10s/0000000_0009999/yplug_pre_train_0003805_2_10.mp4,0
D:/GenVideo/real/Kinetics/h7lE4CwgUp4_000280_000290.mp4,0
D:/GenVideo/fake/Pika/train_pika/Pika_19644.mp4,1
D:/GenVideo/real/Kinetics/exUUmg6y_dQ_000043_000053.mp4,0
D:/GenVideo/real/Kinetics/MatM0IdO_Mc_000028_000038.mp4,0
D:/GenVideo/real/msrvtt_9103.mp4,0
D:/GenVideo/real/Kinetics/GuuA9N6YyHU_000027_000037.mp4,0
D:/GenVideo/fake/OpenSora/train_OpenSora/OpenSoraL_21327.mp4,1
D:/GenVideo/real/Kinetics/ZpsgtLlpuOg_000023_000033.mp4,0
D:/GenVideo/fake/OpenSora/train_OpenSora/OpenSoraL_158190.mp4,1
D:/GenVideo/real/Kinetics/qfZmrKInsQA_000046_000056.mp4,0
D:/GenVideo/real/Kinetics/OFT8CVuGXmU_000224_000234.mp4,0
D:/GenVideo/fake/Latte/train_Latte/Latte_132588.mp4,1
D:/GenVideo/real/Kinetics/ZUmpOTJGth0_000002_000012.mp4,0
D:/GenVideo/fake/Latte/train_Latte/Latte_131592.mp4,1
D:/GenVideo/fake/OpenSora/train_OpenSora/OpenSoraL_175214.mp4,1
D:/GenVideo/real/Kinetics/fsnTaAXZrAM_000051_000061.mp4,0
D:/GenVideo/fake/Latte/train_Latte/Latte_76849.mp4,1
D:/GenVideo/fake/Latte/train_Latte/Latte_16047.mp4,1
D:/GenVideo/fake/Latte/train_Latte/Latte_10185.mp4,1
D:/GenVideo/fake/OpenSora/train_OpenSora/OpenSoraL_98656.mp4,1
D:/GenVideo/fake/DynamicCrafter/train_DynamicCrafter/DynamicCrafter_14690.mp4,1
D:/GenVideo/real/Kinetics/TSyroJhOpc8_000133_000143.mp4,0
D:/GenVideo/fake/Pika/train_pika/Pika_40180.mp4,1
D:/GenVideo/real/Kinetics/NrT68twfGIk_000046_000056.mp4,0
D:/GenVideo/fake/OpenSora/train_OpenSora/OpenSoraL_122695.mp4,1
D:/GenVideo/fake/Pika/train_pika/Pika_84972.mp4,1
D:/GenVideo/fake/Pika/train_pika/Pika_2644.mp4,1
D:/GenVideo/real/Kinetics/UmmlwLhJgd4_000087_000097.mp4,0
D:/GenVideo/fake/OpenSora/train_OpenSora/OpenSoraL_34178.mp4,1
D:/GenVideo/fake/Latte/train_Latte/Latte_109773.mp4,1
D:/GenVideo/real/Kinetics/mlkKuog8UUA_000000_000010.mp4,0
D:/GenVideo/fake/DynamicCrafter/train_DynamicCrafter/DynamicCrafter_19000.mp4,1
D:/GenVideo/real/Youku/Youku_1M_10s/0100000_0109999/yplug_pre_train_0102366_3_10.mp4,0
D:/GenVideo/real/Kinetics/_KcS2KiB_eY_000079_000089.mp4,0
D:/GenVideo/real/Kinetics/FB1e0Ip5oow_000164_000174.mp4,0
D:/GenVideo/fake/DynamicCrafter/train_DynamicCrafter/DynamicCrafter_36586.mp4,1
D:/GenVideo/fake/OpenSora/train_OpenSora/OpenSoraL_17238.mp4,1
D:/GenVideo/real/Kinetics/3-GwRjtA_O8_000000_000010.mp4,0
D:/GenVideo/fake/OpenSora/train_OpenSora/OpenSoraL_121465.mp4,1
D:/GenVideo/fake/SEINE/train_SEINE/SEINE_4055.mp4,1
D:/GenVideo/fake/OpenSora/train_OpenSora/OpenSoraL_15364.mp4,1
D:/GenVideo/real/Kinetics/YqgmRkQGlDw_000028_000038.mp4,0
D:/GenVideo/real/Kinetics/njSb0AVW3f4_000004_000014.mp4,0
D:/GenVideo/fake/OpenSora/train_OpenSora/OpenSoraL_69153.mp4,1
D:/GenVideo/fake/Latte/train_Latte/Latte_113972.mp4,1
D:/GenVideo/real/Youku/Youku_1M_10s/0410000_0419999/yplug_pre_train_0415583_6_10.mp4,0
D:/GenVideo/fake/OpenSora/train_OpenSora/OpenSoraL_99912.mp4,1
D:/GenVideo/fake/Latte/train_Latte/Latte_20477.mp4,1
D:/GenVideo/fake/SEINE/train_SEINE/SEINE_4327.mp4,1
D:/GenVideo/fake/OpenSora/train_OpenSora/OpenSoraL_157142.mp4,1
D:/GenVideo/real/Kinetics/PnwOuE62a7U_000704_000714.mp4,0
D:/GenVideo/fake/Pika/train_pika/Pika_32388.mp4,1
D:/GenVideo/fake/Latte/train_Latte/Latte_10545.mp4,1
D:/GenVideo/real/Kinetics/upwVzpOvDpM_000015_000025.mp4,0
D:/GenVideo/real/Kinetics/JskkbVCDPoI_000163_000173.mp4,0
D:/GenVideo/fake/Crafter/Crafter_233.mp4,1
D:/GenVideo/fake/Latte/train_Latte/Latte_105927.mp4,1
D:/GenVideo/fake/Latte/train_Latte/Latte_125724.mp4,1
D:/GenVideo/real/Kinetics/3viJ1VBHoMU_000009_000019.mp4,0
D:/GenVideo/real/Kinetics/V-Tifjv05j8_000087_000097.mp4,0
D:/GenVideo/fake/Pika/train_pika/Pika_34785.mp4,1
D:/GenVideo/fake/DynamicCrafter/train_DynamicCrafter/DynamicCrafter_13621.mp4,1
D:/GenVideo/real/Youku/Youku_1M_10s/0100000_0109999/yplug_pre_train_0108384_13_10.mp4,0
D:/GenVideo/real/Youku/Youku_1M_10s/0410000_0419999/yplug_pre_train_0413176_46_10.mp4,0
D:/GenVideo/fake/DynamicCrafter/train_DynamicCrafter/DynamicCrafter_14525.mp4,1
D:/GenVideo/fake/Pika/train_pika/Pika_66509.mp4,1
D:/GenVideo/real/Kinetics/lOSvwy5jN-M_000119_000129.mp4,0
D:/GenVideo/fake/Pika/train_pika/Pika_12230.mp4,1
D:/GenVideo/fake/OpenSora/train_OpenSora/OpenSoraL_4711.mp4,1
D:/GenVideo/fake/OpenSora/train_OpenSora/OpenSoraL_93481.mp4,1
D:/GenVideo/real/Kinetics/wUBZiQbJEEs_000066_000076.mp4,0
D:/GenVideo/real/Kinetics/Wv3p3JVEbSs_000397_000407.mp4,0
D:/GenVideo/real/Youku/Youku_1M_10s/0000000_0009999/yplug_pre_train_0003197_18_10.mp4,0
D:/GenVideo/fake/OpenSora/train_OpenSora/OpenSoraL_159302.mp4,1
D:/GenVideo/fake/OpenSora/train_OpenSora/OpenSoraL_99422.mp4,1
D:/GenVideo/fake/OpenSora/train_OpenSora/OpenSoraL_114147.mp4,1
D:/GenVideo/real/Kinetics/rrWmAMX4pAM_000585_000595.mp4,0
D:/GenVideo/real/Kinetics/1sjP_MboKSQ_000041_000051.mp4,0
D:/GenVideo/real/Kinetics/s5aRZ9Gx2Gk_000097_000107.mp4,0
D:/GenVideo/fake/OpenSora/train_OpenSora/OpenSoraL_62829.mp4,1
D:/GenVideo/real/Kinetics/rXHdAhtPCeU_000348_000358.mp4,0
D:/GenVideo/real/Kinetics/o2v8XHhg1u0_000006_000016.mp4,0
D:/GenVideo/real/Kinetics/rKMcL74H9Y4_000038_000048.mp4,0
D:/GenVideo/real/Youku/Youku_1M_10s/0800000_0809999/yplug_pre_train_0802773_32_10.mp4,0
D:/GenVideo/fake/Pika/train_pika/Pika_92101.mp4,1
D:/GenVideo/fake/Pika/train_pika/Pika_2008.mp4,1
D:/GenVideo/real/Youku/Youku_1M_10s/0710000_0719999/yplug_pre_train_0713998_5_10.mp4,0
D:/GenVideo/fake/Latte/train_Latte/Latte_49903.mp4,1
D:/GenVideo/real/Kinetics/mA8WBy839r8_000174_000184.mp4,0
D:/GenVideo/fake/Latte/train_Latte/Latte_10859.mp4,1
D:/GenVideo/real/Kinetics/nC9hmjae7DQ_000043_000053.mp4,0
D:/GenVideo/real/Kinetics/9aCmzJVTHqE_000000_000010.mp4,0
D:/GenVideo/real/Youku/Youku_1M_10s/0260000_0269999/yplug_pre_train_0265822_7_10.mp4,0
D:/GenVideo/fake/OpenSora/train_OpenSora/OpenSoraL_45866.mp4,1
D:/GenVideo/fake/SEINE/train_SEINE/SEINE_14220.mp4,1
D:/GenVideo/real/Youku/Youku_1M_10s/0260000_0269999/yplug_pre_train_0260013_2_10.mp4,0
D:/GenVideo/real/Kinetics/Vpr-beqQHN0_000012_000022.mp4,0
D:/GenVideo/fake/SEINE/train_SEINE/SEINE_15184.mp4,1
D:/GenVideo/real/Kinetics/QTUQIeqAQwU_000017_000027.mp4,0
D:/GenVideo/real/Kinetics/28QP3M-DUnk_000077_000087.mp4,0
D:/GenVideo/real/Kinetics/y523nAeO-4U_000000_000010.mp4,0
D:/GenVideo/fake/Pika/train_pika/Pika_59414.mp4,1
D:/GenVideo/fake/Latte/train_Latte/Latte_17381.mp4,1
D:/GenVideo/fake/Latte/train_Latte/Latte_120441.mp4,1
D:/GenVideo/fake/SEINE/train_SEINE/SEINE_2173.mp4,1
D:/GenVideo/fake/OpenSora/train_OpenSora/OpenSoraL_163482.mp4,1
D:/GenVideo/real/Kinetics/6PX8sPQcb_w_000149_000159.mp4,0
D:/GenVideo/fake/OpenSora/train_OpenSora/OpenSoraL_87997.mp4,1
D:/GenVideo/fake/OpenSora/train_OpenSora/OpenSoraL_154751.mp4,1
D:/GenVideo/fake/Pika/train_pika/Pika_53846.mp4,1
D:/GenVideo/real/Kinetics/bVf2uBsELvA_000041_000051.mp4,0
D:/GenVideo/fake/Latte/train_Latte/Latte_66344.mp4,1
D:/GenVideo/real/Kinetics/65EExf4wMlU_000020_000030.mp4,0
D:/GenVideo/real/Kinetics/sZXjsUybjjU_000026_000036.mp4,0
D:/GenVideo/real/Kinetics/jdENW_xDOk0_000003_000013.mp4,0
D:/GenVideo/real/Kinetics/pw2sH9us0Ao_000079_000089.mp4,0
D:/GenVideo/fake/OpenSora/train_OpenSora/OpenSoraL_987.mp4,1
D:/GenVideo/fake/Latte/train_Latte/Latte_64878.mp4,1
D:/GenVideo/fake/OpenSora/train_OpenSora/OpenSoraL_39133.mp4,1
D:/GenVideo/fake/OpenSora/train_OpenSora/OpenSoraL_53890.mp4,1
D:/GenVideo/real/Kinetics/UUEisrjNrgY_000177_000187.mp4,0
D:/GenVideo/fake/Latte/train_Latte/Latte_659.mp4,1
D:/GenVideo/real/Kinetics/6aFkOABjTn0_000033_000043.mp4,0
D:/GenVideo/fake/Latte/train_Latte/Latte_3370.mp4,1
D:/GenVideo/fake/OpenSora/train_OpenSora/OpenSoraL_163712.mp4,1
D:/GenVideo/fake/SEINE/train_SEINE/SEINE_5549.mp4,1
D:/GenVideo/fake/Latte/train_Latte/Latte_126552.mp4,1
D:/GenVideo/fake/SEINE/train_SEINE/SEINE_6798.mp4,1
D:/GenVideo/real/Kinetics/gs8wzOVHE1c_000209_000219.mp4,0
D:/GenVideo/fake/SEINE/train_SEINE/SEINE_24105.mp4,1
D:/GenVideo/fake/Pika/train_pika/Pika_49783.mp4,1
D:/GenVideo/fake/Latte/train_Latte/Latte_6460.mp4,1
D:/GenVideo/fake/Latte/train_Latte/Latte_21820.mp4,1
D:/GenVideo/real/Youku/Youku_1M_10s/0260000_0269999/yplug_pre_train_0266663_36_10.mp4,0
D:/GenVideo/fake/Latte/train_Latte/Latte_80025.mp4,1
D:/GenVideo/fake/OpenSora/train_OpenSora/OpenSoraL_57342.mp4,1
D:/GenVideo/fake/OpenSora/train_OpenSora/OpenSoraL_159674.mp4,1
D:/GenVideo/real/Kinetics/aNM0sDFgGrI_000018_000028.mp4,0
D:/GenVideo/real/Kinetics/H7CU1j7RWfU_000004_000014.mp4,0
D:/GenVideo/fake/Latte/train_Latte/Latte_29622.mp4,1
D:/GenVideo/real/Kinetics/n4JMpdz49FY_000003_000013.mp4,0
D:/GenVideo/fake/OpenSora/train_OpenSora/OpenSoraL_138305.mp4,1
D:/GenVideo/fake/Latte/train_Latte/Latte_66788.mp4,1
D:/GenVideo/fake/DynamicCrafter/train_DynamicCrafter/DynamicCrafter_45981.mp4,1
D:/GenVideo/real/Kinetics/EnXFSwrZqS8_000251_000261.mp4,0
D:/GenVideo/fake/Latte/train_Latte/Latte_48651.mp4,1
D:/GenVideo/fake/OpenSora/train_OpenSora/OpenSoraL_77056.mp4,1
D:/GenVideo/real/Kinetics/PhA9sv-Iu4w_000191_000201.mp4,0
D:/GenVideo/real/Kinetics/tpqFk8eW5Nw_000300_000310.mp4,0
D:/GenVideo/fake/OpenSora/train_OpenSora/OpenSoraL_43942.mp4,1
D:/GenVideo/real/Kinetics/OorFbjPiWKU_000189_000199.mp4,0
D:/GenVideo/real/Kinetics/PCvB6efIj84_000003_000013.mp4,0
D:/GenVideo/real/Kinetics/n6HDszHWKdg_000024_000034.mp4,0
D:/GenVideo/real/Kinetics/BHUtHrwzd9w_000011_000021.mp4,0
D:/GenVideo/fake/Latte/train_Latte/Latte_3007.mp4,1
D:/GenVideo/fake/Pika/train_pika/Pika_18422.mp4,1
D:/GenVideo/real/Youku/Youku_1M_10s/0260000_0269999/yplug_pre_train_0261858_7_10.mp4,0
D:/GenVideo/real/Kinetics/tBKD1JSAT3w_000002_000012.mp4,0
D:/GenVideo/fake/Pika/train_pika/Pika_34844.mp4,1
D:/GenVideo/real/msrvtt_7490.mp4,0
D:/GenVideo/fake/Latte/train_Latte/Latte_21755.mp4,1
D:/GenVideo/real/Kinetics/e8X9mp0-wTE_000059_000069.mp4,0
D:/GenVideo/real/Kinetics/AgW8bL70WuU_000011_000021.mp4,0
D:/GenVideo/real/msrvtt_4561.mp4,0
D:/GenVideo/real/Kinetics/zI39OpgbdjU_000037_000047.mp4,0
D:/GenVideo/fake/DynamicCrafter/train_DynamicCrafter/DynamicCrafter_2522.mp4,1
D:/GenVideo/fake/OpenSora/train_OpenSora/OpenSoraL_29537.mp4,1
D:/GenVideo/real/Kinetics/8Qh2vhFOMsE_000070_000080.mp4,0
D:/GenVideo/real/Kinetics/RVOWBvqN0EQ_000294_000304.mp4,0
D:/GenVideo/real/Kinetics/UgXLhE0d8q0_000001_000011.mp4,0
D:/GenVideo/fake/Pika/train_pika/Pika_5012.mp4,1
D:/GenVideo/real/Kinetics/yVrO_3_RGe4_000069_000079.mp4,0
D:/GenVideo/real/Kinetics/ylptXLZDFhc_000020_000030.mp4,0
D:/GenVideo/fake/Latte/train_Latte/Latte_130033.mp4,1
D:/GenVideo/real/Kinetics/SmfQF6eZotA_000005_000015.mp4,0
D:/GenVideo/fake/Pika/train_pika/Pika_736.mp4,1
D:/GenVideo/real/Kinetics/pIMAYZvpzBc_000037_000047.mp4,0
D:/GenVideo/real/Youku/Youku_1M_10s/0000000_0009999/yplug_pre_train_0008394_51_10.mp4,0
D:/GenVideo/real/msrvtt_9953.mp4,0
D:/GenVideo/fake/Latte/train_Latte/Latte_79600.mp4,1
D:/GenVideo/fake/Latte/train_Latte/Latte_33981.mp4,1
D:/GenVideo/real/Kinetics/5uoU-8xDhyc_000007_000017.mp4,0
D:/GenVideo/fake/OpenSora/train_OpenSora/OpenSoraL_101434.mp4,1
D:/GenVideo/real/Kinetics/ZEO5Cs1SXMk_000001_000011.mp4,0
D:/GenVideo/real/Kinetics/QEkehf3GvfU_000001_000011.mp4,0
D:/GenVideo/real/Kinetics/t9oBgPrYp8k_000223_000233.mp4,0
D:/GenVideo/fake/DynamicCrafter/train_DynamicCrafter/DynamicCrafter_25999.mp4,1
D:/GenVideo/fake/OpenSora/train_OpenSora/OpenSoraL_92805.mp4,1
D:/GenVideo/fake/DynamicCrafter/train_DynamicCrafter/DynamicCrafter_45355.mp4,1
D:/GenVideo/real/Youku/Youku_1M_10s/0210000_0219999/yplug_pre_train_0212274_23_10.mp4,0
D:/GenVideo/real/Kinetics/_0DnGg9-GNA_000003_000013.mp4,0
D:/GenVideo/real/Kinetics/Xlb-R9p-7EQ_000317_000327.mp4,0
D:/GenVideo/fake/Latte/train_Latte/Latte_1501.mp4,1
D:/GenVideo/real/Kinetics/I7SPzZMXRys_000015_000025.mp4,0
D:/GenVideo/real/Youku/Youku_1M_10s/0710000_0719999/yplug_pre_train_0714319_87_10.mp4,0
D:/GenVideo/fake/Pika/train_pika/Pika_62181.mp4,1
D:/GenVideo/fake/OpenSora/train_OpenSora/OpenSoraL_79302.mp4,1
D:/GenVideo/fake/OpenSora/train_OpenSora/OpenSoraL_168107.mp4,1
D:/GenVideo/fake/Pika/train_pika/Pika_15671.mp4,1
D:/GenVideo/real/Kinetics/p7iF8FEK3EI_000000_000010.mp4,0
D:/GenVideo/real/Kinetics/cU-HdfSmGrI_000083_000093.mp4,0
D:/GenVideo/fake/DynamicCrafter/train_DynamicCrafter/DynamicCrafter_23135.mp4,1
D:/GenVideo/real/Youku/Youku_1M_10s/0000000_0009999/yplug_pre_train_0002698_63_10.mp4,0
D:/GenVideo/real/Youku/Youku_1M_10s/0410000_0419999/yplug_pre_train_0413467_5_10.mp4,0
D:/GenVideo/fake/Latte/train_Latte/Latte_117169.mp4,1
D:/GenVideo/real/Kinetics/ipnERlOntTQ_000031_000041.mp4,0
D:/GenVideo/fake/DynamicCrafter/train_DynamicCrafter/DynamicCrafter_20077.mp4,1
D:/GenVideo/real/Kinetics/lcwxCylcWbY_000067_000077.mp4,0
D:/GenVideo/real/Youku/Youku_1M_10s/0260000_0269999/yplug_pre_train_0261067_5_10.mp4,0
D:/GenVideo/real/Youku/Youku_1M_10s/0800000_0809999/yplug_pre_train_0803838_5_10.mp4,0
D:/GenVideo/real/Kinetics/3UrUhMuWwfY_000032_000042.mp4,0
D:/GenVideo/fake/OpenSora/train_OpenSora/OpenSoraL_133406.mp4,1
D:/GenVideo/fake/OpenSora/train_OpenSora/OpenSoraL_75390.mp4,1
D:/GenVideo/real/Kinetics/xJSVO7eyFY8_000089_000099.mp4,0
D:/GenVideo/fake/Pika/train_pika/Pika_62548.mp4,1
D:/GenVideo/fake/Latte/train_Latte/Latte_148188.mp4,1
D:/GenVideo/fake/Pika/train_pika/Pika_24105.mp4,1
D:/GenVideo/fake/SEINE/train_SEINE/SEINE_2850.mp4,1
D:/GenVideo/fake/Latte/train_Latte/Latte_6124.mp4,1
D:/GenVideo/fake/OpenSora/train_OpenSora/OpenSoraL_128285.mp4,1
D:/GenVideo/fake/Pika/train_pika/Pika_17911.mp4,1
D:/GenVideo/fake/Pika/train_pika/Pika_88492.mp4,1
D:/GenVideo/fake/Latte/train_Latte/Latte_55651.mp4,1
D:/GenVideo/real/Kinetics/VFlzakbndtI_000052_000062.mp4,0
D:/GenVideo/real/Kinetics/6_TxzyJmetk_000049_000059.mp4,0
D:/GenVideo/fake/OpenSora/train_OpenSora/OpenSoraL_6534.mp4,1
D:/GenVideo/real/Youku/Youku_1M_10s/0260000_0269999/yplug_pre_train_0260040_0_10.mp4,0
D:/GenVideo/real/Kinetics/woazNSEZKT4_000007_000017.mp4,0
D:/GenVideo/real/Youku/Youku_1M_10s/0260000_0269999/yplug_pre_train_0266855_38_10.mp4,0
D:/GenVideo/real/Kinetics/aBYBEDJtEr0_000056_000066.mp4,0
D:/GenVideo/fake/Pika/train_pika/Pika_66453.mp4,1
D:/GenVideo/fake/OpenSora/train_OpenSora/OpenSoraL_107752.mp4,1
D:/GenVideo/real/Youku/Youku_1M_10s/0710000_0719999/yplug_pre_train_0719021_46_10.mp4,0
D:/GenVideo/real/Kinetics/5kkT3rKh1NY_000002_000012.mp4,0
D:/GenVideo/real/Kinetics/9iWkBrE9JWA_000013_000023.mp4,0
D:/GenVideo/fake/Latte/train_Latte/Latte_94642.mp4,1
D:/GenVideo/real/Youku/Youku_1M_10s/0000000_0009999/yplug_pre_train_0003769_2_10.mp4,0
D:/GenVideo/fake/Latte/train_Latte/Latte_88749.mp4,1
D:/GenVideo/fake/OpenSora/train_OpenSora/OpenSoraL_132820.mp4,1
D:/GenVideo/real/Kinetics/Q-315DA-rfs_000084_000094.mp4,0
D:/GenVideo/real/Youku/Youku_1M_10s/0710000_0719999/yplug_pre_train_0713575_7_10.mp4,0
D:/GenVideo/real/Kinetics/8FtdzmFZCdk_000475_000485.mp4,0
D:/GenVideo/real/Kinetics/rBLQ8DPocZo_000116_000126.mp4,0
D:/GenVideo/fake/OpenSora/train_OpenSora/OpenSoraL_160795.mp4,1
D:/GenVideo/fake/OpenSora/train_OpenSora/OpenSoraL_171416.mp4,1
D:/GenVideo/real/Kinetics/bSxcxfzAu2o_000015_000025.mp4,0
D:/GenVideo/real/Kinetics/LXua1ZcY3os_000061_000071.mp4,0
D:/GenVideo/real/Youku/Youku_1M_10s/0100000_0109999/yplug_pre_train_0107762_0_10.mp4,0
D:/GenVideo/fake/Latte/train_Latte/Latte_47106.mp4,1
D:/GenVideo/fake/Latte/train_Latte/Latte_14038.mp4,1
D:/GenVideo/real/Kinetics/k-sgRCWrUG0_000006_000016.mp4,0
D:/GenVideo/real/Kinetics/4naJtRlacR0_000015_000025.mp4,0
D:/GenVideo/fake/Latte/train_Latte/Latte_31088.mp4,1
D:/GenVideo/fake/DynamicCrafter/train_DynamicCrafter/DynamicCrafter_41949.mp4,1
D:/GenVideo/fake/SEINE/train_SEINE/SEINE_11389.mp4,1
D:/GenVideo/fake/Latte/train_Latte/Latte_27336.mp4,1
D:/GenVideo/real/Kinetics/A0JCky9hP-0_000115_000125.mp4,0
D:/GenVideo/fake/OpenSora/train_OpenSora/OpenSoraL_102702.mp4,1
D:/GenVideo/fake/Pika/train_pika/Pika_44363.mp4,1
D:/GenVideo/fake/Latte/train_Latte/Latte_126155.mp4,1
